"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=pilosa&show=full"
"Access Time","Fri 2017-03-10 17:36:31 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","pilosa"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.105"
"Records Found","865"
"Records Returned","865"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"667054","occ","","","71843","Hapalops sp.","genus","43614","","Hapalops","","genus","43614","Santacrucian","","17.5","16.3","Flynn et al.","2002","24282","Chordata","Mammalia","Xenarthra","","Hapalops","","","","","-72.300003","-46.900002","Pampa Castillo","","","CL","Aisén","","estimated from map","1","local area","""southeast of the town of Puerto Guadal... main terrestrial localities lie near a summer grazing pasture known locally as 'Pampa Castillo'... south of Lago General Carrera... and north of Cochrane... in Aisén Province...  just east of Pampa Castillo""","gp_mid","-69.67","-46.16","291","CL","","","","","formation","","","","","","","","""a thick stratigraphic sequence, locally exposed as a prominent butte... approximately 300 m. thick sequence""; unit is ""an unnamed formation, possibly equivalent to the Río Zeballos Formation""; mammals are from ""Nine major mammal-bearing horizons... though the sequence is fossiliferous throughout""; much material is from ""the rich quarry sites at the base of the terrestrial section (level E-O)""","""northward-dipping fluvial siltstones and sandstones with minor claystones and conglomerates""","sandstone","","","","","siltstone","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","surface (float),field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"683952","occ","","","73752","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Miller","1971","2588","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-117.987503","33.895279","La Mirada","","","US","California","Los Angeles","estimated from map","seconds","","easternmost part of La Mirada, at the boundary of Los Angeles and Orange counties on the banks of Coyote creek, juxtaposed to Highway 39 from about Stage Road to Rosecrans Avenue","gp_mid","-117.99","33.90","105","US","","","","","","","","","","","","","","silts and sands from grayish green to reddish brown","siltstone","brown,gray,green,red","unlithified","","Y","sandstone","","unlithified","","Y","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","marine mollusks and cetacean bones probably represent reworking of underlying late Pliocene and early Pleistocene sediments","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"685635","occ","","","73844","Mylodon sp.","genus","43636","","Mylodon","","genus","43636","Late Pleistocene","","0.126","0.0117","Ramirez Rozzi et al.","2000","24752","Chordata","Mammalia","Xenarthra","Mylodontidae","Mylodon","","","","","-67.867775","-47.895000","Piedra Museo Lower Unit 2","","","AR","Santa Cruz","","stated in text","seconds","small collection","excavation is just over 10 m across","gp_mid","-67.87","-47.90","291","AR","","","","","group of beds","","","","","","","","earlier papers defined six units, but here the latter five are collapsed into unit 2; this collection combines all unit 2 material from below a charcoal later at 185 cm and down to about 225 cm\nsix C14 dates on bone and charcoal from a narrow interval within this unit are dated at 10390 +/- 70 through 12890 +/- 90 ybp, calibrated at 10000-10700 through 12500-14000 ybp","bottom 30 cm is a ""couche sableuse""","sandstone","","","","","","","","","","cave","","rock shelter","macrofossils","","","","","","stone tools,cutmarks","","body,anthropogenic","","allochthonous","","","","","","","","","","","archaeological","selective quarrying,field collection","","","","","","1990 - 1999","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"690457","occ","19567","","74244","Paramylodon sp.","genus","43642","","Paramylodon","","genus","43642","Pleistocene","","2.588","0.0117","Alroy","2007","19636","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-85.349998","35.000000","Lookout Mountain","","","US","Tennessee","Hamilton","based on nearby landmark","minutes","","coordinate based on Lookout Mountain","gp_mid","-84.94","35.18","101","US","","","","","","","","","","","","","","none given","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"690656","occ","","","74294","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Olson","1972","24949","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-83.966667","30.133333","Aucilla River","","West Side of Ward Island","US","Florida","Jefferson","based on nearby landmark","minutes","outcrop","""river-bottom deposits in a branch of the Aucilla River on the west side of Ward Island [basis of coordinate] in the NE 1/4 sec. 13, T. 4 S., R. 3 E.""","gp_mid","-83.97","30.13","109","US","","","","","","","","","","","","","","none given","not reported","","","","","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","some genera,species names","","","Richard Ohmes","1969","","extant mammals present but not listed","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"728275","occ","","","78300","Acratocnus odontrigonus","species","83045","species not entered","Acratocnus","","genus","83045","Pleistocene","","2.588","0.0117","Schweitzer et al.","2008","26356","Chordata","Mammalia","Xenarthra","Megalonychidae","Acratocnus","","","","","-66.781113","18.314167","Cueva Salida (Exit Cave)","","","PR","","Utuado","stated in text","seconds","small collection","","gp_mid","-66.54","18.40","252","PR","","","","","bed","","","","","","","","Exit Cave, northwest of Rio Tanama, Utuado","","""carbonate""","","","calcareous","","","","","","","terrestrial indet.","","The crab claw was found in a cave where remains of a sloth and owl pellets were found.","macrofossils","","","","","","","","body,replaced with calcite","","","","","","","","","","","","","general faunal/floral","surface (float),field collection","USNM","","","","","","University of Puerto Rico Mayaguez Paleontological Collection","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"731813","occ","","","78578","Scelidotherium cf. leptocephalum","species","83733","","Scelidotherium leptocephalum","","species","83733","Lujanian","","0.781","0.012","Zurita et al.","2004","26422","Chordata","Mammalia","Xenarthra","Mylodontidae","Scelidotherium","","","","","-61.200001","-27.216667","Charata","","","AR","Chaco","","based on nearby landmark","minutes","","coordinate based on Charata","gp_mid","-61.20","-27.22","201","AR","","","","","","","","","","","","","""Bonaerense-Lujanense (Pleistoceno medio- Holoceno temprano)"" = Lujanian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"731820","occ","","","78580","Megatherium sp.","genus","43616","","Megatherium","","genus","43616","Lujanian","","0.781","0.012","Zurita et al.","2004","26422","Chordata","Mammalia","Xenarthra","Megatheriidae","Megatherium","","","","","-59.349998","-26.549999","General San Martín","","","AR","Chaco","","based on nearby landmark","minutes","","coordinate based on General San Martín","gp_mid","-59.35","-26.55","201","AR","","","","","","","","","","","","","""Lujanense"" = Lujanian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"731821","occ","","","78581","Megatherium cf. americanum","species","83805","","Megatherium americanum","","species","83805","Lujanian","","0.781","0.012","Zurita et al.","2004","26422","Chordata","Mammalia","Xenarthra","Megatheriidae","Megatherium","","","","","-59.599998","-26.133333","General Roca","","","AR","Chaco","","based on nearby landmark","minutes","","coordinate based on Presidencia Roca (shown on map, and apparently the same as General Roca)","gp_mid","-59.60","-26.13","201","AR","","","","","","","","","","","","","""onaerense-Lujanense (Pleistoceno medio- Holoceno temprano)"" = Lujanian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"731823","occ","","","78583","Lestodon sp.","genus","43635","","Lestodon","","genus","43635","Lujanian","","0.781","0.012","Zurita et al.","2004","26422","Chordata","Mammalia","Xenarthra","Mylodontidae","Lestodon","","","","","-59.233334","-27.266666","Laguna Blanca","","","AR","Chaco","","based on nearby landmark","minutes","","coordinate based on Laguna Blanca","gp_mid","-59.23","-27.27","201","AR","","","","","","","","","","","","","""onaerense-Lujanense (Pleistoceno medio- Holoceno temprano)"" = Lujanian","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"732486","occ","","","63515","Eremotherium sp.","genus","43611","","Eremotherium","","genus","43611","Late Pleistocene","","0.126","0.0117","Rincón et al.","2006","26437","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","","","-72.239166","10.794722","Mene de Inciarte Tar Seep","","Inciarte localidad 185; Inciarte localidad 198","VE","Zulia","","stated in text","seconds","outcrop","material derives from two distinct localities according to Rincón et al. 2006, and from outcrops ""exposed primarily in a NE-SW direction for about 1,000 with a maximum width of 500 m"" according to Rincon et al. 2008","gp_mid","-72.24","10.79","203","VE","","","","","group of beds","","","","","","","","JA: fossils are shown as coming from several beds in a 70 cm interval of the local section by Rincón et al. 2006; there are AMS carbon dates on collagen of 25,500 +/- 600 (Glyptodon osteoderm) and 41,000 +/- 1300 bp (Holmesina osteoderm)","the ""middle level [yielding most of the fossils] is composed of 80% tar and 20% sand"" (Rincon et al. 2008)","tar","","unlithified","sandy","Y","","","","","","tar","","","macrofossils,mesofossils","","","","","","","","body","excellent","parautochthonous","time-averaged","","","","few","","","","","","taxonomic","bulk,chemical,field collection","","","24 specimens","","","","Specimens are curated at the Museo de Biología, La Universidad del Zulia, Maracaibo, Venezuela","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"732838","occ","","","78640","Megalocnus sp.","genus","83044","","Megalocnus","","genus","83044","Late Pleistocene","","0.126","0.0117","Mancina and García-Rivera","2005","26442","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalocnus","","","","","-83.699997","22.650000","Cueva GEDA","","","CU","Pinar del Río","","stated in text","minutes","small collection","""Sierra de Guasasa, Cordillera de Guaniguanico, Provincia dePinar del Río"": fossils were ""approximately 700 m from the nearest cave entrance""","gp_mid","-83.70","22.65","206","CU","","","","","group of beds","","","","","","","","""Quaternary"" and most likely late Pleistocene based on comparisons with the Phyllops silvai type locality","specimens are within ""limestone encrustations""","""limestone""","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","excellent","","","","","","","","","","","""fossils were exceptionally well preserved, and skeletal elements were still articulated in some specimens""","taxonomic","surface (in situ),field collection","","","","","C. A. Mancina, L. García-Rivera","June 24, 2000","fossils ""were found scattered loosely""; material is in the Instituto de Ecología y Sistemática, La Habana","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"732839","occ","","","78640","Mesocnus sp.","genus","99569","","Mesocnus","","genus","99569","Late Pleistocene","","0.126","0.0117","Mancina and García-Rivera","2005","26442","Chordata","Mammalia","Xenarthra","Megalonychidae","Mesocnus","","","","","-83.699997","22.650000","Cueva GEDA","","","CU","Pinar del Río","","stated in text","minutes","small collection","""Sierra de Guasasa, Cordillera de Guaniguanico, Provincia dePinar del Río"": fossils were ""approximately 700 m from the nearest cave entrance""","gp_mid","-83.70","22.65","206","CU","","","","","group of beds","","","","","","","","""Quaternary"" and most likely late Pleistocene based on comparisons with the Phyllops silvai type locality","specimens are within ""limestone encrustations""","""limestone""","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","excellent","","","","","","","","","","","""fossils were exceptionally well preserved, and skeletal elements were still articulated in some specimens""","taxonomic","surface (in situ),field collection","","","","","C. A. Mancina, L. García-Rivera","June 24, 2000","fossils ""were found scattered loosely""; material is in the Instituto de Ecología y Sistemática, La Habana","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"738568","occ","","","79347","n. gen. Kiyumylodon n. sp. lecuonai","species","119020","","Kiyumylodon lecuonai","","species","119020","Late Miocene","","11.608","5.333","Rinderknecht et al.","2007","26601","Chordata","Mammalia","Xenarthra","Mylodontidae","Kiyumylodon","","","","","-56.833332","-34.733334","Playa Kiyú","","Kiyú Beach","UY","San José","","estimated from map","minutes","local area","The material was collected by Gustavo Lecuona and one of the authors (A.R.) on the Kiyú beach coastal platform, approximately 1 km east of the outlet of San Gregorio creek.","gp_mid","-55.13","-34.57","202","UY","","Camacho","","San Pedro","","","","","","","","","Also known as Kiyú Formation","","mudstone","gray,green","","sandy","","","","","","","fluvial-deltaic indet.","","","","","","","","","","","permineralized","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"742161","occ","","","79767","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Middle Pleistocene","","0.781","0.126","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.041389","32.983891","Goose Creek, Pleistocene","","","US","South Carolina","Charleston","estimated from map","seconds","outcrop","","gp_mid","-80.04","32.98","109","US","","Ladson","","","formation","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"742162","occ","","","79768","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Middle Pleistocene","","0.781","0.126","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.042221","32.018055","Goose Creek North, Pleistocene","","","US","South Carolina","Charleston","estimated from map","seconds","","","gp_mid","-80.04","32.02","109","US","","Ladson","","","formation","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"742163","occ","","","79757","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Rancholabrean","","0.3","0.012","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.334724","32.479443","Edisto Beach","","","US","South Carolina","Charleston","estimated from map","seconds","small collection","","gp_mid","-80.33","32.48","109","US","","","","","","","","","","","","","undetermined offshore unit","","not reported","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"742164","occ","","","79760","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Rancholabrean","","0.3","0.012","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","1","specimens","-80.174721","32.980000","Irongate, Pleistocene","","","US","South Carolina","Dorchester","estimated from map","seconds","outcrop","from a ditch in the Irongate subdivision, approximately 3.9 km SW of Summerville, Dorchester County, SC","gp_mid","-80.17","32.98","109","US","","Ten Mile Hill Beds","","","formation","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","general faunal/floral","surface (in situ),field collection","USNM","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"742422","occ","","","79759","Eremotherium sp.","genus","43611","","Eremotherium","","genus","43611","Irvingtonian","","1.8","0.3","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","1","specimens","-80.040833","32.861942","Trailwood Trailer Park","","","US","South Carolina","Charleston","estimated from map","seconds","local area","east side of S.C. Route 642 (Dorchester Road), c. 12 km northwest of Charleston","gp_mid","-79.64","33.02","109","US","","Penholoway","","","formation","","","","","","","","early Pleistocene","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"742423","occ","","","79778","Eremotherium laurillardi","species","46312","","Eremotherium laurillardi","","species","48051","Middle Pleistocene","","0.781","0.126","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","1","specimens","-81.028336","33.168331","Moncks Corner, Pleistocene","","","US","South Carolina","Berkeley","estimated from map","seconds","","68 m NW of U.S. Route 52, 3.86 km SW of old U. S. Route 52 in Moncks Corner","gp_mid","-81.03","33.17","109","US","","Ladson","","","formation","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"742424","occ","","","79750","Eremotherium laurillardi","species","46312","","Eremotherium laurillardi","","species","48051","Rancholabrean","","0.3","0.012","Sanders","2002","26822","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","1","specimens","-80.171387","32.974167","Trolley Road, Pleistocene","","","US","South Carolina","Dorchester","estimated from map","seconds","","","gp_mid","-80.17","32.97","109","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","surface (in situ),field collection","USNM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"751059","occ","","","80364","Pliomorphus ameghinioi","species","188816","species not entered","Pliomorphus","","genus","188816","Late Miocene","","11.608","5.333","Verde and Perea","1992","27017","Chordata","Mammalia","Xenarthra","Megalonychidae","Pliomorphus","","","1","specimens","-57.833057","-34.461666","Bahia de Colonia del Sacramento","","","UY","","","estimated from map","seconds","","coordinates are for Colonia del Sacramento in general (UTM coordinates listed x=315, y=6185)","gp_mid","-56.12","-34.28","202","UY","","","","","","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"774128","occ","","","83072","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Late Pleistocene","","0.126","0.0117","Rogers and Martin","1985","27902","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-97.400002","37.633331","Oatville Sandpit","","","US","Kansas","Sedgwick","stated in text","minutes","small collection","""Sec. 11, T28S, R1W""","gp_mid","-97.40","37.63","101","US","","","","","","","","","","","","","","no details given","""siliciclastic""","","","","","","","","","","fluvial indet.","","","macrofossils","","","","","","stone tools","","body","","","","","","","","","","","","associated with ""a Holland projectile point""","general faunal/floral","salvage,selective quarrying","","","","","","","","""A bird bone exhibiting butchering marks, but not mineralized like the Pleistocene fauna, was also found""","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"774136","occ","","","83073","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Rogers and Martin","1985","27902","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.416664","37.733334","Super Sand Company Pit","","","US","Kansas","Sedgwick","stated in text","minutes","small collection","""Sec. 3, T27S, R1W""","gp_mid","-97.42","37.73","101","US","","","","","","","","","","","","","","no details given","""siliciclastic""","","","","","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"781513","occ","","","84189","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Martin and Sneed","1989","28182","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-84.909447","34.386665","Yarbrough Cave","","","US","Georgia","Bartow","stated in text","seconds","","","gp_mid","-84.91","34.39","101","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","","","","","","","","","","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"788263","occ","21144","","85137","Megatheriidae indet.","family","43608","","Megatheriidae","","family","43608","Pleistocene","","2.588","0.0117","Alroy","2008","26812","Chordata","Mammalia","Xenarthra","Megatheriidae","","","","","","-96.416664","30.566668","Pitts Bridge","","Pittbridge; Bryan","US","Texas","Brazos","based on nearby landmark","minutes","outcrop","edentates specimens are from two localities ""over a quarter mile"" apart near the Pitts Bridge ""on the Brazos County side of the [Brazos] river,"" which is ""about eight miles south and west of Bryan"" and therefore possibly the same as Jones Bridge (basis of coordinate), the only bridge now in this area","gp_mid","-96.06","30.79","101","US","","","","","member","","","","","","","","""presumably Pleistocene""","at least one specimen from ""a pile of sand""","sandstone","","poorly lithified","","","","","","","","fluvial-lacustrine indet.","","in a ""wide Eocene valley [that] is largely filled with Quaternary and Pleistocene deposits""","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (in situ),field collection","","","","","A. R. Cahn, W. A. Rounds","","Texas Agricultural and Mechanical College collection\r\nat least one specimen found ""in a partially buried condition""","identifications by W. D. Matthew and O. P. Hay\r\nsome material previously described by Hay 1916","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"788274","occ","","","85144","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Late Pleistocene","","0.126","0.0117","McDonald et al.","2004","28649","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-110.650002","36.566666","Shonto Creek Canyon","","Shato Springs; MNA Locality 186-1","US","Arizona","Navajo","stated in text","minutes","small collection","""from the side of a stabilized sand dune""","gp_mid","-110.65","36.57","101","US","","","","","group of beds","","","","","","","","""The age of the Shonto fauna is 30,800 +/- 1,700 yr BP (GX-10493) based on a conventional carbon-14 date on a sample of bone from the sloth""","""a clay-rich horizon of the dune, which might indicate a former shoreline of the lake""","claystone","","","","","","","","","","deltaic indet.","","""a remnant of a deltaic deposit inundated by a perennial lake formed by impoundment within the canyon during the late Pleistocene""","macrofossils","","","","","","","","body","","","","","","","","","","","","","paleoecologic","selective quarrying","","","","","","1982","Museum of Northern Arizona collection\r\n""the sloth was found in situ""","original collection described by Gregory (1917)","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"788286","occ","","","85145","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Early Pleistocene","","2.588","0.781","McDonald et al.","2004","28649","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-109.333336","34.266666","Springerville","","MNA Locality 184-1","US","Arizona","Apache","stated in text","minutes","outcrop","""sections 2, 11, and 12, T10N, R28E""","gp_mid","-108.66","34.80","101","US","","","","","","","","","","","","","the basalts creating the gravels ""have been dated using K/Ar at 1.67 +/- 0.09 mya (Laughlin et al., 1980)""","""gravels""","gravel","","unlithified","","","","","","","","lacustrine indet.","","""The Richville gravels were deposited behind lava basalts, which impounded the Richville reach of the Little Colorado River"" and created ""a lake""","macrofossils","","","","","","","","body","","","","","","","","","","","","includes an ""almost complete"" Paramylodon skeleton","paleoecologic","survey of museum collection","","","","","","","Museum of Northern Arizona collection","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"788292","occ","","","85145","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Early Pleistocene","","2.588","0.781","McDonald et al.","2004","28649","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-109.333336","34.266666","Springerville","","MNA Locality 184-1","US","Arizona","Apache","stated in text","minutes","outcrop","""sections 2, 11, and 12, T10N, R28E""","gp_mid","-108.66","34.80","101","US","","","","","","","","","","","","","the basalts creating the gravels ""have been dated using K/Ar at 1.67 +/- 0.09 mya (Laughlin et al., 1980)""","""gravels""","gravel","","unlithified","","","","","","","","lacustrine indet.","","""The Richville gravels were deposited behind lava basalts, which impounded the Richville reach of the Little Colorado River"" and created ""a lake""","macrofossils","","","","","","","","body","","","","","","","","","","","","includes an ""almost complete"" Paramylodon skeleton","paleoecologic","survey of museum collection","","","","","","","Museum of Northern Arizona collection","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"789219","occ","","","20639","Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Langenwalter","1975","28773","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-118.000000","34.000000","San Pedro Lumber Yard [San Pedro Sand]","","San Pedro Lumber Company, Hill number 48), San Pedro: LACM 1026, 1057 (? = LACM 187); (? UCMP 2047)","US","California","Los Angeles","based on political unit","seconds","","","gp_mid","-118.00","34.00","105","US","","San Pedro Sand","","","formation","","","","","","","","","","not reported","","","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","LACM","","","","","","","said to be ""18O substage 5e"" by Jefferson 1991","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"789400","occ","","","85343","n. gen. Ahytherium n. sp. aureum","species","137590","","Ahytherium aureum","","species","137590","Lujanian","","0.781","0.012","Cartelle et al.","2008","28790","Chordata","Mammalia","Xenarthra","Megalonychidae","Ahytherium","","","","","-43.716667","-10.250000","Poço Azul Cave","","","BR","Bahia","","based on nearby landmark","minutes","small collection","""Poço Azul, municipality of Nova Redenção"" (coordinate based on Redenção)","gp_mid","-43.72","-10.25","201","BR","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Museu de Ciências Naturais da Pontifícia Universidade Católica de Minas Gerais collection","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
